0 , 255 , 255 , 0
1 , 255 , 255 , 4
1.038 , 255 , 255 , 8
1.077 , 255 , 255 , 12
1.118 , 255 , 255 , 17
1.16 , 255 , 255 , 21
1.204 , 255 , 255 , 25
1.25 , 255 , 255 , 30
1.297 , 255 , 255 , 34
1.346 , 255 , 255 , 38
1.397 , 255 , 255 , 42
1.45 , 255 , 255 , 47
1.505 , 255 , 255 , 51
1.562 , 255 , 255 , 55
1.621 , 255 , 255 , 60
1.682 , 255 , 255 , 64
1.746 , 255 , 255 , 68
1.812 , 255 , 255 , 72
1.88 , 255 , 255 , 77
1.951 , 255 , 255 , 81
2.025 , 255 , 255 , 85
2.102 , 255 , 255 , 90
2.181 , 255 , 255 , 94
2.264 , 255 , 255 , 98
2.349 , 255 , 255 , 102
2.438 , 255 , 255 , 107
2.531 , 255 , 255 , 111
2.626 , 255 , 255 , 115
2.726 , 255 , 255 , 120
2.829 , 255 , 255 , 124
2.936 , 255 , 255 , 128
3.047 , 255 , 255 , 132
3.162 , 255 , 255 , 137
3.282 , 255 , 255 , 141
3.406 , 255 , 255 , 145
3.535 , 255 , 255 , 150
3.669 , 255 , 255 , 154
3.808 , 255 , 255 , 158
3.952 , 255 , 255 , 162
4.101 , 255 , 255 , 167
4.256 , 255 , 255 , 171
4.417 , 255 , 255 , 175
4.584 , 255 , 255 , 180
4.758 , 255 , 255 , 181
4.938 , 255 , 250 , 180
5.125 , 255 , 245 , 180
5.319 , 255 , 240 , 180
5.52 , 255 , 235 , 180
5.729 , 255 , 230 , 180
5.946 , 255 , 230 , 181
6.171 , 255 , 227 , 174
6.404 , 255 , 224 , 169
6.646 , 255 , 221 , 164
6.898 , 255 , 218 , 159
7.159 , 255 , 216 , 154
7.43 , 255 , 213 , 149
7.711 , 255 , 210 , 144
8.003 , 255 , 207 , 138
8.305 , 255 , 205 , 133
8.62 , 255 , 202 , 128
8.946 , 255 , 199 , 123
9.284 , 255 , 196 , 118
9.635 , 255 , 193 , 113
10 , 255 , 191 , 108
10.378 , 255 , 188 , 102
10.771 , 255 , 185 , 97
11.179 , 255 , 182 , 92
11.602 , 255 , 180 , 87
12.041 , 255 , 177 , 82
12.496 , 255 , 174 , 77
12.969 , 255 , 171 , 72
13.46 , 255 , 169 , 66
13.969 , 255 , 166 , 61
14.497 , 255 , 163 , 56
15.046 , 255 , 160 , 51
15.615 , 255 , 157 , 46
16.206 , 255 , 155 , 41
16.819 , 255 , 152 , 36
17.456 , 255 , 149 , 30
18.116 , 255 , 146 , 25
18.802 , 255 , 144 , 20
19.513 , 255 , 141 , 15
20.251 , 255 , 138 , 10
21.018 , 255 , 135 , 5
21.813 , 255 , 133 , 2
22.638 , 255 , 133 , 0
23.495 , 255 , 125 , 0
24.384 , 255 , 118 , 0
25.306 , 255 , 110 , 0
26.264 , 255 , 103 , 0
27.258 , 255 , 96 , 0
28.289 , 255 , 88 , 0
29.359 , 255 , 81 , 0
30.47 , 255 , 73 , 0
31.623 , 255 , 66 , 0
32.819 , 255 , 59 , 0
34.061 , 255 , 51 , 0
35.35 , 255 , 44 , 0
36.688 , 255 , 36 , 0
38.076 , 255 , 29 , 0
39.516 , 255 , 22 , 0
41.012 , 255 , 14 , 0
42.563 , 255 , 7 , 0
44.174 , 255 , 3 , 0
45.845 , 255 , 0 , 0
47.58 , 249 , 0 , 0
49.38 , 243 , 0 , 0
51.248 , 237 , 0 , 0
53.188 , 232 , 0 , 0
55.2 , 226 , 0 , 0
57.289 , 220 , 0 , 0
59.456 , 215 , 0 , 0
61.706 , 209 , 0 , 0
64.041 , 203 , 0 , 0
66.464 , 198 , 0 , 0
68.978 , 192 , 0 , 0
71.588 , 186 , 0 , 0
74.297 , 181 , 0 , 0
77.108 , 175 , 0 , 0
80.026 , 169 , 0 , 0
83.054 , 164 , 0 , 0
86.196 , 158 , 0 , 0
89.457 , 152 , 0 , 0
92.842 , 147 , 0 , 0
96.355 , 141 , 0 , 0
100.001 , 135 , 0 , 0
