0 , 255 , 255 , 0
5.161 , 255 , 255 , 4
5.323 , 255 , 255 , 8
5.484 , 255 , 255 , 12
5.645 , 255 , 255 , 17
5.806 , 255 , 255 , 21
5.968 , 255 , 255 , 25
6.129 , 255 , 255 , 30
6.29 , 255 , 255 , 34
6.452 , 255 , 255 , 38
6.613 , 255 , 255 , 42
6.774 , 255 , 255 , 47
6.935 , 255 , 255 , 51
7.097 , 255 , 255 , 55
7.258 , 255 , 255 , 60
7.419 , 255 , 255 , 64
7.581 , 255 , 255 , 68
7.742 , 255 , 255 , 72
7.903 , 255 , 255 , 77
8.065 , 255 , 255 , 81
8.226 , 255 , 255 , 85
8.387 , 255 , 255 , 90
8.548 , 255 , 255 , 94
8.71 , 255 , 255 , 98
8.871 , 255 , 255 , 102
9.032 , 255 , 255 , 107
9.194 , 255 , 255 , 111
9.355 , 255 , 255 , 115
9.516 , 255 , 255 , 120
9.677 , 255 , 255 , 124
9.839 , 255 , 255 , 128
10 , 255 , 255 , 132
10.161 , 255 , 255 , 137
10.323 , 255 , 255 , 141
10.484 , 255 , 255 , 145
10.645 , 255 , 255 , 150
10.806 , 255 , 255 , 154
10.968 , 255 , 255 , 158
11.129 , 255 , 255 , 162
11.29 , 255 , 255 , 167
11.452 , 255 , 255 , 171
11.613 , 255 , 255 , 175
11.774 , 255 , 255 , 180
11.935 , 255 , 255 , 181
12.097 , 255 , 250 , 180
12.258 , 255 , 245 , 180
12.419 , 255 , 240 , 180
12.581 , 255 , 235 , 180
12.742 , 255 , 230 , 180
12.903 , 255 , 230 , 181
13.065 , 255 , 227 , 174
13.226 , 255 , 224 , 169
13.387 , 255 , 221 , 164
13.548 , 255 , 218 , 159
13.71 , 255 , 216 , 154
13.871 , 255 , 213 , 149
14.032 , 255 , 210 , 144
14.194 , 255 , 207 , 138
14.355 , 255 , 205 , 133
14.516 , 255 , 202 , 128
14.677 , 255 , 199 , 123
14.839 , 255 , 196 , 118
15 , 255 , 193 , 113
15.161 , 255 , 191 , 108
15.323 , 255 , 188 , 102
15.484 , 255 , 185 , 97
15.645 , 255 , 182 , 92
15.806 , 255 , 180 , 87
15.968 , 255 , 177 , 82
16.129 , 255 , 174 , 77
16.29 , 255 , 171 , 72
16.452 , 255 , 169 , 66
16.613 , 255 , 166 , 61
16.774 , 255 , 163 , 56
16.935 , 255 , 160 , 51
17.097 , 255 , 157 , 46
17.258 , 255 , 155 , 41
17.419 , 255 , 152 , 36
17.581 , 255 , 149 , 30
17.742 , 255 , 146 , 25
17.903 , 255 , 144 , 20
18.065 , 255 , 141 , 15
18.226 , 255 , 138 , 10
18.387 , 255 , 135 , 5
18.548 , 255 , 133 , 2
18.71 , 255 , 133 , 0
18.871 , 255 , 125 , 0
19.032 , 255 , 118 , 0
19.194 , 255 , 110 , 0
19.355 , 255 , 103 , 0
19.516 , 255 , 96 , 0
19.677 , 255 , 88 , 0
19.839 , 255 , 81 , 0
20 , 255 , 73 , 0
20.161 , 255 , 66 , 0
20.323 , 255 , 59 , 0
20.484 , 255 , 51 , 0
20.645 , 255 , 44 , 0
20.806 , 255 , 36 , 0
20.968 , 255 , 29 , 0
21.129 , 255 , 22 , 0
21.29 , 255 , 14 , 0
21.452 , 255 , 7 , 0
21.613 , 255 , 3 , 0
21.774 , 255 , 0 , 0
21.936 , 249 , 0 , 0
22.097 , 243 , 0 , 0
22.258 , 237 , 0 , 0
22.419 , 232 , 0 , 0
22.581 , 226 , 0 , 0
22.742 , 220 , 0 , 0
22.903 , 215 , 0 , 0
23.065 , 209 , 0 , 0
23.226 , 203 , 0 , 0
23.387 , 198 , 0 , 0
23.548 , 192 , 0 , 0
23.71 , 186 , 0 , 0
23.871 , 181 , 0 , 0
24.032 , 175 , 0 , 0
24.194 , 169 , 0 , 0
24.355 , 164 , 0 , 0
24.516 , 158 , 0 , 0
24.677 , 152 , 0 , 0
24.839 , 147 , 0 , 0
25 , 141 , 0 , 0
